成交时间,成交价格,价格变动,成交量,成交金额,性质
10:58:24,18.43,0.01,42,77402,买盘
10:58:27,18.42,-0.01,6,11052,卖盘
10:58:30,18.43,0.01,38,70034,买盘
10:58:33,18.44,0.01,404,744833,买盘
10:58:36,18.42,-0.02,17,31314,卖盘
10:58:39,18.42,0.0,6,11052,卖盘
10:58:42,18.43,0.01,3,5529,买盘
10:58:45,18.42,-0.01,27,49734,卖盘
10:58:51,18.44,0.02,47,86644,买盘
10:58:54,18.43,-0.01,5,9215,卖盘
10:58:57,18.44,0.01,114,210216,买盘
10:59:03,18.44,0.0,3,5532,买盘
10:59:06,18.45,0.01,43,79322,买盘
10:59:09,18.44,-0.01,35,64540,中性盘
10:59:12,18.45,0.01,44,81126,买盘
10:59:15,18.42,-0.03,43,79320,卖盘
10:59:18,18.45,0.03,8,14755,买盘
10:59:21,18.45,0.0,150,276699,买盘
10:59:24,18.45,0.0,188,346859,买盘
10:59:27,18.44,-0.01,53,97776,中性盘
10:59:30,18.45,0.01,35,64546,买盘
10:59:33,18.45,0.0,16,29514,买盘
10:59:36,18.45,0.0,7,12911,买盘
10:59:39,18.44,-0.01,3,5532,买盘
10:59:42,18.44,0.0,5,9220,买盘
10:59:48,18.44,0.0,8,14752,卖盘
10:59:51,18.44,0.0,23,42415,卖盘
10:59:54,18.44,0.0,5,9223,卖盘
10:59:57,18.45,0.01,15,27675,买盘
11:00:00,18.45,0.0,10,18450,买盘
11:00:03,18.45,0.0,7,12915,买盘
11:00:06,18.45,0.0,12,22140,买盘
11:00:09,18.45,0.0,56,103320,买盘
11:00:12,18.45,0.0,379,699245,买盘
11:00:15,18.45,0.0,289,533097,买盘
11:00:18,18.45,0.0,27,49814,买盘
11:00:21,18.45,0.0,2,3690,买盘
11:00:24,18.44,-0.01,1,1844,卖盘
11:00:27,18.45,0.01,235,433561,买盘
11:00:30,18.44,-0.01,69,127259,卖盘
11:00:33,18.45,0.01,115,212175,买盘
11:00:36,18.45,0.0,27,49809,买盘
11:00:39,18.45,0.0,103,189935,买盘
11:00:42,18.45,0.0,78,143855,买盘
11:00:45,18.45,0.0,1,1845,买盘
11:00:48,18.44,-0.01,6,11064,卖盘
11:00:51,18.44,0.0,7,12911,卖盘
11:00:54,18.44,0.0,13,23982,卖盘
11:00:57,18.44,0.0,149,274772,卖盘
11:01:03,18.45,0.01,315,581159,买盘
11:01:06,18.46,0.01,568,1048388,买盘
11:01:09,18.46,0.0,30,55371,买盘
11:01:12,18.46,0.0,60,110759,买盘
11:01:15,18.46,0.0,43,79363,买盘
11:01:18,18.46,0.0,4,7384,买盘
11:01:21,18.46,0.0,53,97828,买盘
11:01:24,18.46,0.0,55,101554,买盘
11:01:27,18.46,0.0,74,136604,卖盘
11:01:30,18.47,0.01,219,404376,买盘
11:01:33,18.46,-0.01,107,197553,卖盘
11:01:36,18.45,-0.01,1,1845,卖盘
11:01:39,18.45,0.0,1,1845,卖盘
11:01:42,18.45,0.0,2,3690,卖盘
11:01:45,18.46,0.01,107,197517,买盘
11:01:48,18.45,-0.01,28,51660,卖盘
11:01:54,18.47,0.02,261,482057,买盘
11:01:57,18.45,-0.02,79,145895,卖盘
11:02:00,18.45,0.0,11,20295,卖盘
11:02:06,18.46,0.01,3,5538,买盘
11:02:09,18.46,0.0,13,23998,买盘
11:02:12,18.45,-0.01,21,38748,卖盘
11:02:15,18.46,0.01,173,319335,买盘
11:02:18,18.47,0.01,41,75719,买盘
11:02:21,18.45,-0.02,86,158784,卖盘
11:02:24,18.45,0.0,46,84908,卖盘
11:02:27,18.45,0.0,48,88654,卖盘
11:02:33,18.47,0.02,38,70184,买盘
11:02:36,18.45,-0.02,21,38757,卖盘
11:02:39,18.47,0.02,11,20317,买盘
11:02:42,18.45,-0.02,1,1845,卖盘
11:02:45,18.46,0.01,325,599926,买盘
11:02:51,18.45,-0.01,3,5535,卖盘
11:02:57,18.46,0.01,4,7384,卖盘
11:03:00,18.46,0.0,49,90454,卖盘
11:03:03,18.45,-0.01,16,29531,卖盘
11:03:06,18.46,0.01,16,29536,买盘
11:03:12,18.46,0.0,3,5537,买盘
11:03:18,18.46,0.0,110,203060,买盘
11:03:24,18.46,0.0,5,9230,买盘
11:03:27,18.46,0.0,44,81223,买盘
11:03:33,18.47,0.01,284,524543,买盘
11:03:36,18.46,-0.01,35,64628,中性盘
11:03:39,18.46,0.0,1,1846,中性盘
11:03:42,18.46,0.0,3,5538,卖盘
11:03:45,18.45,-0.01,3,5537,卖盘
11:03:48,18.46,0.01,14,25844,买盘
11:03:51,18.45,-0.01,12,22140,卖盘
11:03:57,18.46,0.01,42,77532,买盘
11:04:00,18.45,-0.01,4,7380,卖盘
11:04:03,18.46,0.01,117,215883,买盘
11:04:06,18.45,-0.01,28,51660,中性盘
11:04:09,18.45,0.0,2,3690,卖盘
11:04:12,18.46,0.01,10,18456,买盘
11:04:18,18.45,-0.01,2,3690,卖盘
11:04:24,18.45,0.0,389,717779,卖盘
11:04:27,18.45,0.0,59,108853,买盘
11:04:33,18.43,-0.02,11,20273,卖盘
11:04:36,18.43,0.0,1,1843,卖盘
11:04:39,18.45,0.02,9,16603,买盘
11:04:45,18.44,-0.01,5,9218,买盘
11:04:51,18.44,0.0,4,7376,买盘
11:04:54,18.44,0.0,24,44256,买盘
11:04:57,18.44,0.0,44,81136,买盘
11:05:00,18.44,0.0,36,66384,买盘
11:05:03,18.44,0.0,13,23972,卖盘
11:05:06,18.43,-0.01,115,212053,卖盘
11:05:09,18.44,0.01,15,27654,中性盘
11:05:12,18.45,0.01,76,140189,买盘
11:05:15,18.43,-0.02,237,437213,卖盘
11:05:18,18.44,0.01,5,9217,中性盘
11:05:21,18.44,0.0,2,3688,中性盘
11:05:24,18.45,0.01,44,81177,买盘
11:05:27,18.44,-0.01,3,5532,中性盘
11:05:39,18.44,0.0,14,25816,卖盘
11:05:42,18.44,0.0,6,11064,卖盘
11:05:45,18.44,0.0,70,129080,卖盘
11:05:48,18.44,0.0,15,27663,卖盘
11:05:51,18.44,0.0,27,49788,卖盘
11:05:54,18.44,0.0,48,88534,卖盘
11:05:57,18.45,0.01,9,16599,买盘
11:06:00,18.44,-0.01,5,9220,卖盘
11:06:03,18.46,0.02,275,507420,买盘
11:06:06,18.45,-0.01,36,66449,中性盘
11:06:09,18.44,-0.01,34,62700,卖盘
11:06:12,18.45,0.01,3,5535,买盘
11:06:15,18.45,0.0,3,5535,买盘
11:06:18,18.45,0.0,3,5535,买盘
11:06:21,18.45,0.0,16,29506,买盘
11:06:24,18.44,-0.01,24,44260,卖盘
11:06:27,18.45,0.01,43,79335,买盘
11:06:30,18.45,0.0,33,60885,买盘
11:06:33,18.44,-0.01,100,184400,卖盘
11:06:39,18.44,0.0,1,1844,卖盘
11:06:42,18.44,0.0,84,154896,卖盘
11:06:54,18.45,0.01,296,546003,买盘
11:06:57,18.44,-0.01,2,3688,中性盘
11:07:00,18.45,0.01,34,62730,买盘
11:07:06,18.45,0.0,7,12915,买盘
11:07:12,18.45,0.0,3,5535,买盘
11:07:15,18.45,0.0,13,23976,买盘
11:07:21,18.45,0.0,8,14755,买盘
11:07:24,18.44,-0.01,75,138300,卖盘
11:07:27,18.45,0.01,45,83022,买盘
11:07:30,18.44,-0.01,4,7379,卖盘
11:07:33,18.44,0.0,7,12908,卖盘
11:07:36,18.45,0.01,3,5535,买盘
11:07:42,18.45,0.0,4,7380,买盘
11:07:45,18.46,0.01,305,562812,买盘
11:07:48,18.45,-0.01,23,42435,卖盘
11:07:51,18.45,0.0,26,47969,买盘
11:07:57,18.45,0.0,33,60885,买盘
11:08:00,18.45,0.0,30,55350,卖盘
11:08:03,18.45,0.0,3,5535,买盘
11:08:06,18.45,0.0,25,46125,买盘
11:08:09,18.46,0.01,85,156850,买盘
11:08:12,18.44,-0.02,23,42420,卖盘
11:08:15,18.45,0.01,86,158670,买盘
11:08:18,18.45,0.0,26,47968,卖盘
11:08:24,18.45,0.0,11,20298,卖盘
11:08:30,18.46,0.01,3,5538,买盘
11:08:33,18.46,0.0,23,42453,买盘
11:08:36,18.47,0.01,281,518779,买盘
11:08:39,18.46,-0.01,5,9230,中性盘
11:08:42,18.46,0.0,8,14768,卖盘
11:08:45,18.47,0.01,19,35089,买盘
11:08:48,18.46,-0.01,14,25844,卖盘
11:08:51,18.47,0.01,10,18467,买盘
11:08:54,18.47,0.0,14,25848,买盘
11:08:57,18.47,0.0,1,1847,买盘
11:09:03,18.47,0.0,6,11082,买盘
11:09:06,18.47,0.0,15,27705,买盘
11:09:09,18.47,0.0,51,94197,买盘
11:09:15,18.47,0.0,43,79401,买盘
11:09:18,18.47,0.0,28,51716,买盘
11:09:24,18.47,0.0,130,240110,买盘
11:09:27,18.47,0.0,196,362201,中性盘
11:09:30,18.48,0.01,113,208809,买盘
11:09:36,18.47,-0.01,105,194037,卖盘
11:09:42,18.48,0.01,38,70224,买盘
11:09:45,18.48,0.0,3,5544,买盘
11:09:48,18.48,0.0,46,85008,买盘
11:09:51,18.48,0.0,38,70224,买盘
11:09:54,18.47,-0.01,6,11087,卖盘
11:09:57,18.48,0.01,109,201432,买盘
11:10:00,18.48,0.0,4,7392,买盘
11:10:03,18.47,-0.01,44,81268,卖盘
11:10:06,18.48,0.01,55,101625,买盘
11:10:12,18.47,-0.01,3,5541,卖盘
11:10:15,18.48,0.01,403,744693,买盘
11:10:18,18.47,-0.01,129,238389,卖盘
11:10:21,18.47,0.0,2,3695,卖盘
11:10:24,18.48,0.01,12,22176,买盘
11:10:27,18.48,0.0,4,7392,买盘
11:10:30,18.48,0.0,1,1848,买盘
11:10:33,18.47,-0.01,29,53572,卖盘
11:10:36,18.47,0.0,13,24011,卖盘
11:10:39,18.48,0.01,39,72069,买盘
11:10:42,18.47,-0.01,9,16623,卖盘
11:10:45,18.47,0.0,15,27705,卖盘
11:10:48,18.48,0.01,41,75768,买盘
11:10:51,18.47,-0.01,18,33246,卖盘
11:10:54,18.48,0.01,3,5544,买盘
11:10:57,18.48,0.0,44,81311,买盘
11:11:00,18.47,-0.01,312,576264,卖盘
11:11:03,18.46,-0.01,24,44327,卖盘
11:11:06,18.47,0.01,355,655932,买盘
11:11:09,18.47,0.0,12,22164,卖盘
11:11:12,18.47,0.0,88,162620,卖盘
11:11:15,18.47,0.0,1,1847,卖盘
11:11:18,18.48,0.01,68,125634,买盘
11:11:21,18.48,0.0,14,25869,买盘
11:11:24,18.48,0.0,3,5544,买盘
11:11:27,18.48,0.0,84,155203,买盘
11:11:30,18.47,-0.01,10,18470,卖盘
11:11:33,18.48,0.01,29,53592,买盘
11:11:39,18.47,-0.01,10,18470,卖盘
11:11:42,18.47,0.0,50,92350,卖盘
11:11:48,18.47,0.0,18,33261,卖盘
11:11:51,18.47,0.0,6,11082,卖盘
11:11:54,18.48,0.01,109,201410,买盘
11:11:57,18.48,0.0,216,399168,买盘
11:12:00,18.47,-0.01,87,160759,卖盘
11:12:03,18.48,0.01,281,519122,买盘
11:12:12,18.48,0.0,69,127512,买盘
11:12:15,18.47,-0.01,10,18470,卖盘
11:12:18,18.47,0.0,50,92370,卖盘
11:12:21,18.48,0.01,29,53592,买盘
11:12:24,18.48,0.0,57,105326,买盘
11:12:27,18.48,0.0,28,51744,买盘
11:12:30,18.48,0.0,5,9240,买盘
11:12:33,18.48,0.0,33,60984,买盘
11:12:42,18.48,0.0,13,24023,买盘
11:12:45,18.48,0.0,217,401016,买盘
11:12:48,18.48,0.0,76,140448,买盘
11:12:51,18.47,-0.01,147,271547,卖盘
11:12:54,18.47,0.0,68,125661,卖盘
11:12:57,18.48,0.01,71,131208,买盘
11:13:00,18.48,0.0,142,262416,买盘
11:13:03,18.47,-0.01,35,64674,卖盘
11:13:06,18.48,0.01,140,258710,买盘
11:13:09,18.47,-0.01,32,59133,卖盘
11:13:12,18.47,0.0,56,103478,卖盘
11:13:15,18.48,0.01,85,157005,买盘
11:13:18,18.48,0.0,17,31403,买盘
11:13:21,18.48,0.0,63,116424,买盘
11:13:24,18.48,0.0,73,134903,买盘
11:13:27,18.48,0.0,35,64671,买盘
11:13:30,18.48,0.0,24,44352,卖盘
11:13:33,18.48,0.0,37,68391,卖盘
11:13:36,18.49,0.01,338,624882,买盘
11:13:39,18.49,0.0,44,81323,买盘
11:13:42,18.49,0.0,144,266151,买盘
11:13:45,18.47,-0.02,5,9235,卖盘
11:13:48,18.48,0.01,25,46200,买盘
11:13:51,18.47,-0.01,20,36942,卖盘
11:13:57,18.48,0.01,43,79464,买盘
11:14:03,18.48,0.0,17,31416,买盘
11:14:06,18.46,-0.02,149,275191,卖盘
11:14:09,18.46,0.0,18,33238,卖盘
11:14:12,18.47,0.01,31,57257,买盘
11:14:18,18.47,0.0,14,25858,买盘
11:14:24,18.47,0.0,41,75717,买盘
11:14:27,18.47,0.0,311,574417,买盘
11:14:33,18.48,0.01,84,155197,买盘
11:14:36,18.48,0.0,38,70224,买盘
11:14:39,18.47,-0.01,15,27705,中性盘
11:14:42,18.48,0.01,36,66528,买盘
11:14:48,18.48,0.0,71,131208,买盘
11:14:51,18.48,0.0,8,14784,卖盘
11:14:54,18.48,0.0,44,81298,卖盘
11:14:57,18.46,-0.02,49,90550,卖盘
11:15:00,18.48,0.02,25,46200,买盘
11:15:03,18.48,0.0,52,96096,买盘
11:15:09,18.47,-0.01,16,29555,卖盘
11:15:12,18.48,0.01,13,24024,买盘
11:15:15,18.49,0.01,216,399324,买盘
11:15:18,18.48,-0.01,97,179341,买盘
11:15:21,18.48,0.0,8,14784,卖盘
11:15:24,18.49,0.01,46,85054,买盘
11:15:27,18.49,0.0,21,38824,买盘
11:15:30,18.47,-0.02,100,184784,卖盘
11:15:33,18.49,0.02,14,25886,买盘
11:15:36,18.49,0.0,5,9244,买盘
11:15:39,18.48,-0.01,21,38824,卖盘
11:15:42,18.48,0.0,55,101640,卖盘
11:15:45,18.48,0.0,21,38808,买盘
11:15:48,18.48,0.0,15,27720,买盘
11:15:51,18.48,0.0,40,73920,买盘
11:15:54,18.48,0.0,3,5544,买盘
11:15:57,18.48,0.0,55,101640,买盘
11:16:00,18.48,0.0,3,5544,买盘
11:16:03,18.48,0.0,77,142254,买盘
11:16:06,18.49,0.01,203,375156,买盘
11:16:09,18.48,-0.01,120,221871,卖盘
11:16:12,18.49,0.01,111,205214,买盘
11:16:18,18.49,0.0,44,81346,买盘
11:16:21,18.48,-0.01,71,131222,卖盘
11:16:24,18.49,0.01,12,22188,买盘
11:16:27,18.49,0.0,234,432465,买盘
11:16:33,18.49,0.0,91,168221,买盘
11:16:36,18.48,-0.01,1,1848,卖盘
11:16:39,18.49,0.01,18,33273,买盘
11:16:45,18.48,-0.01,23,42526,卖盘
11:16:48,18.49,0.01,30,55470,买盘
11:16:51,18.49,0.0,53,97997,买盘
11:16:54,18.48,-0.01,2,3696,卖盘
11:16:57,18.49,0.01,479,885570,买盘
11:17:00,18.48,-0.01,42,77654,卖盘
11:17:03,18.49,0.01,132,244066,买盘
11:17:06,18.49,0.0,49,90556,买盘
11:17:09,18.47,-0.02,18,33247,卖盘
11:17:12,18.49,0.02,47,86899,买盘
11:17:18,18.49,0.0,12,22178,买盘
11:17:21,18.49,0.0,12,22188,买盘
11:17:24,18.47,-0.02,1,1847,卖盘
11:17:27,18.49,0.02,59,109067,买盘
11:17:39,18.48,-0.01,52,96082,买盘
11:17:42,18.48,0.0,27,49881,中性盘
11:17:45,18.48,0.0,82,151536,买盘
11:17:48,18.48,0.0,308,569487,卖盘
11:17:51,18.48,0.0,50,92444,卖盘
11:17:54,18.48,0.0,24,44367,卖盘
11:17:57,18.49,0.01,89,164559,买盘
11:18:00,18.48,-0.01,74,136756,卖盘
11:18:03,18.48,0.0,35,64680,卖盘
11:18:06,18.47,-0.01,49,90529,卖盘
11:18:09,18.48,0.01,76,140471,买盘
11:18:12,18.48,0.0,51,94248,买盘
11:18:15,18.48,0.0,41,75768,买盘
11:18:18,18.47,-0.01,87,160784,卖盘
11:18:21,18.48,0.01,33,60984,中性盘
11:18:24,18.48,0.0,29,53620,卖盘
11:18:27,18.48,0.0,30,55437,买盘
11:18:30,18.48,0.0,11,20328,卖盘
11:18:33,18.48,0.0,22,40656,卖盘
11:18:36,18.49,0.01,258,476954,买盘
11:18:39,18.47,-0.02,426,787379,卖盘
11:18:42,18.48,0.01,71,131208,中性盘
11:18:45,18.48,0.0,49,90551,买盘
11:18:48,18.48,0.0,110,203280,买盘
11:18:51,18.48,0.0,3,5544,买盘
11:18:54,18.48,0.0,185,341880,买盘
11:18:57,18.48,0.0,31,57288,卖盘
11:19:00,18.49,0.01,57,105393,买盘
11:19:03,18.48,-0.01,10,18484,卖盘
11:19:06,18.48,0.0,130,240240,卖盘
11:19:09,18.48,0.0,17,31416,卖盘
11:19:12,18.48,0.0,26,48051,卖盘
11:19:15,18.49,0.01,33,61017,买盘
11:19:18,18.49,0.0,4,7395,买盘
11:19:21,18.48,-0.01,1,1848,卖盘
11:19:24,18.49,0.01,7,12940,买盘
11:19:27,18.49,0.0,214,395686,买盘
11:19:30,18.49,0.0,84,155316,买盘
11:19:33,18.49,0.0,60,110940,买盘
11:19:36,18.49,0.0,106,195994,买盘
11:19:42,18.48,-0.01,1,1848,卖盘
11:19:48,18.49,0.01,3,5547,买盘
11:19:54,18.48,-0.01,7,12939,卖盘
11:19:57,18.49,0.01,93,171907,买盘
11:20:00,18.49,0.0,77,142373,买盘
11:20:03,18.49,0.0,20,36980,买盘
11:20:06,18.47,-0.02,149,275353,卖盘
11:20:09,18.47,0.0,231,426678,卖盘
11:20:12,18.48,0.01,31,57288,买盘
11:20:18,18.49,0.01,450,831851,买盘
11:20:27,18.48,-0.01,50,92406,买盘
11:20:30,18.46,-0.02,10,18460,卖盘
11:20:39,18.48,0.02,4,7392,买盘
11:20:42,18.48,0.0,39,72072,买盘
11:20:45,18.47,-0.01,38,70186,中性盘
11:20:48,18.46,-0.01,33,60921,卖盘
11:20:51,18.47,0.01,5,9235,买盘
11:20:54,18.47,0.0,1,1847,中性盘
11:20:57,18.47,0.0,79,145926,中性盘
11:21:00,18.46,-0.01,8,14768,卖盘
11:21:06,18.48,0.02,634,1170541,买盘
11:21:09,18.45,-0.03,192,354909,卖盘
11:21:15,18.47,0.02,48,88656,买盘
11:21:18,18.48,0.01,49,90524,买盘
11:21:21,18.46,-0.02,23,42458,卖盘
11:21:24,18.48,0.02,90,166316,买盘
11:21:27,18.48,0.0,56,103476,买盘
11:21:30,18.46,-0.02,23,42458,卖盘
11:21:33,18.46,0.0,8,14768,买盘
11:21:36,18.46,0.0,52,95988,卖盘
11:21:39,18.46,0.0,21,38877,买盘
11:21:42,18.45,-0.01,1,1846,卖盘
11:21:45,18.46,0.01,1,1846,卖盘
11:21:48,18.46,0.0,45,83073,卖盘
11:21:54,18.47,0.01,10,18465,买盘
11:21:57,18.47,0.0,297,548623,买盘
11:22:00,18.47,0.0,54,99738,卖盘
11:22:03,18.48,0.01,14,25868,买盘
11:22:06,18.48,0.0,44,81255,买盘
11:22:09,18.45,-0.03,23,42440,卖盘
11:22:12,18.45,0.0,2,3690,卖盘
11:22:15,18.46,0.01,4,7384,买盘
11:22:18,18.46,0.0,4,7383,买盘
11:22:24,18.46,0.0,3,5538,买盘
11:22:27,18.46,0.0,48,88603,买盘
11:22:30,18.45,-0.01,16,29523,卖盘
11:22:36,18.45,0.0,5,9229,卖盘
11:22:39,18.43,-0.02,254,468264,卖盘
11:22:42,18.46,0.03,3,5538,买盘
11:22:48,18.46,0.0,13,23996,买盘
11:22:51,18.46,0.0,18,33227,买盘
11:22:57,18.46,0.0,43,79378,买盘
11:23:00,18.46,0.0,5,9229,买盘
11:23:03,18.46,0.0,12,22122,买盘
11:23:06,18.45,-0.01,28,51651,中性盘
11:23:09,18.46,0.01,43,79376,买盘
11:23:15,18.45,-0.01,27,49815,卖盘
11:23:18,18.46,0.01,4,7381,买盘
11:23:27,18.45,-0.01,117,215721,买盘
11:23:30,18.45,0.0,27,49801,买盘
11:23:33,18.46,0.01,24,44288,买盘
11:23:48,18.43,-0.03,2,3686,卖盘
11:23:51,18.44,0.01,47,86623,买盘
11:23:57,18.44,0.0,48,88511,买盘
11:24:00,18.43,-0.01,1,1843,卖盘
11:24:03,18.43,0.0,7,12906,卖盘
11:24:06,18.44,0.01,9,16589,买盘
11:24:09,18.43,-0.01,7,12901,卖盘
11:24:12,18.43,0.0,12,22124,卖盘
11:24:15,18.43,0.0,43,79249,卖盘
11:24:18,18.44,0.01,28,51609,买盘
11:24:24,18.43,-0.01,41,75638,卖盘
11:24:27,18.44,0.01,49,90351,买盘
11:24:30,18.45,0.01,38,70106,买盘
11:24:33,18.45,0.0,89,164202,买盘
11:24:36,18.43,-0.02,205,377984,卖盘
11:24:42,18.43,0.0,20,36860,买盘
11:24:45,18.42,-0.01,37,68154,卖盘
11:24:51,18.43,0.01,42,77405,买盘
11:24:54,18.42,-0.01,12,22104,卖盘
11:24:57,18.42,0.0,22,40524,卖盘
11:25:00,18.42,0.0,34,62628,卖盘
11:25:06,18.42,0.0,19,34998,卖盘
11:25:09,18.44,0.02,407,750118,买盘
11:25:12,18.42,-0.02,152,280078,卖盘
11:25:15,18.42,0.0,48,88416,买盘
11:25:18,18.42,0.0,64,117888,买盘
11:25:21,18.42,0.0,10,18420,买盘
11:25:24,18.42,0.0,16,29466,买盘
11:25:27,18.42,0.0,54,99468,买盘
11:25:30,18.42,0.0,10,18420,买盘
11:25:33,18.41,-0.01,10,18410,卖盘
11:25:36,18.42,0.01,294,541548,买盘
11:25:39,18.42,0.0,61,112335,卖盘
11:25:42,18.41,-0.01,9,16573,卖盘
11:25:45,18.42,0.01,12,22102,买盘
11:25:48,18.42,0.0,3,5526,买盘
11:25:51,18.41,-0.01,9,16572,卖盘
11:25:54,18.43,0.02,60,110525,买盘
11:25:57,18.42,-0.01,19,34990,买盘
11:26:00,18.42,0.0,3,5526,卖盘
11:26:03,18.42,0.0,32,58944,卖盘
11:26:06,18.41,-0.01,23,42366,卖盘
11:26:09,18.41,0.0,12,22098,卖盘
11:26:12,18.43,0.02,4,7372,买盘
11:26:15,18.41,-0.02,78,143599,卖盘
11:26:18,18.43,0.02,4,7372,买盘
11:26:24,18.42,-0.01,5,9208,买盘
11:26:27,18.42,0.0,22,40521,买盘
11:26:30,18.43,0.01,83,152917,买盘
11:26:33,18.42,-0.01,57,104989,卖盘
11:26:36,18.43,0.01,86,158490,买盘
11:26:42,18.42,-0.01,3,5526,中性盘
11:26:45,18.43,0.01,13,23956,买盘
11:26:51,18.43,0.0,44,81124,中性盘
11:26:57,18.45,0.02,125,230516,买盘
11:27:00,18.45,0.0,62,114390,买盘
11:27:03,18.45,0.0,15,27670,买盘
11:27:06,18.44,-0.01,37,68231,卖盘
11:27:09,18.45,0.01,14,25828,买盘
11:27:12,18.45,0.0,19,35058,卖盘
11:27:15,18.44,-0.01,9,16596,卖盘
11:27:18,18.46,0.02,91,167927,买盘
11:27:21,18.43,-0.03,5,9221,卖盘
11:27:24,18.46,0.03,38,70145,买盘
11:27:27,18.45,-0.01,4,7379,中性盘
11:27:30,18.46,0.01,47,86754,买盘
11:27:33,18.46,0.0,4,7384,买盘
11:27:36,18.45,-0.01,16,29534,中性盘
11:27:39,18.47,0.02,36,66488,买盘
11:27:42,18.46,-0.01,28,51688,卖盘
11:27:45,18.46,0.0,56,103376,买盘
11:27:48,18.47,0.01,10,18465,买盘
11:27:51,18.46,-0.01,23,42463,买盘
11:27:54,18.48,0.02,41,75747,买盘
11:27:57,18.45,-0.03,125,230670,卖盘
11:28:03,18.48,0.03,68,125597,买盘
11:28:06,18.48,0.0,76,140441,买盘
11:28:09,18.46,-0.02,82,151523,卖盘
11:28:12,18.48,0.02,25,46200,买盘
11:28:27,18.46,-0.02,12,22152,卖盘
11:28:30,18.46,0.0,46,85004,卖盘
11:28:33,18.46,0.0,50,92301,卖盘
11:28:36,18.46,0.0,30,55380,卖盘
11:28:39,18.46,0.0,34,62764,买盘
11:28:48,18.46,0.0,3,5538,买盘
11:28:51,18.46,0.0,60,110701,买盘
11:28:54,18.45,-0.01,1,1845,卖盘
11:28:57,18.45,0.0,13,23995,卖盘
11:29:00,18.46,0.01,104,191984,买盘
11:29:03,18.45,-0.01,52,95981,卖盘
11:29:06,18.47,0.02,85,156871,买盘
11:29:09,18.47,0.0,12,22161,买盘
11:29:12,18.47,0.0,58,107126,买盘
11:29:15,18.46,-0.01,37,68302,卖盘
11:29:18,18.47,0.01,60,110847,买盘
11:29:21,18.48,0.01,32,59116,买盘
11:29:27,18.48,0.0,49,90513,买盘
11:29:30,18.48,0.0,40,73920,买盘
11:29:33,18.48,0.0,112,206976,买盘
11:29:36,18.46,-0.02,22,40649,卖盘
11:29:39,18.46,0.0,2,3692,中性盘
11:29:42,18.47,0.01,15,27701,买盘
11:29:45,18.47,0.0,10,18470,买盘
11:29:48,18.47,0.0,39,72033,买盘
11:29:51,18.47,0.0,16,29552,买盘
11:29:54,18.48,0.01,90,166268,买盘
11:29:57,18.44,-0.04,37,68244,卖盘
11:30:00,18.47,0.03,25,46175,中性盘
11:30:03,18.48,0.01,32,59136,买盘
13:00:03,18.46,-0.02,201,371367,卖盘
13:00:06,18.46,0.0,132,243643,买盘
13:00:09,18.43,-0.03,109,201137,卖盘
13:00:12,18.46,0.03,18,33214,买盘
13:00:15,18.44,-0.02,27,49784,中性盘
13:00:18,18.44,0.0,182,335487,买盘
13:00:21,18.44,0.0,11,20284,买盘
13:00:24,18.43,-0.01,40,73743,卖盘
13:00:27,18.44,0.01,44,81160,买盘
13:00:30,18.44,0.0,100,184352,卖盘
13:00:33,18.44,0.0,35,64540,卖盘
13:00:36,18.45,0.01,103,189992,买盘
13:00:39,18.43,-0.02,80,147584,卖盘
13:00:42,18.45,0.02,41,75654,中性盘
13:00:45,18.43,-0.02,50,92150,卖盘
13:00:48,18.43,0.0,12,22119,卖盘
13:00:51,18.44,0.01,76,140144,买盘
13:00:54,18.43,-0.01,4,7372,卖盘
13:00:57,18.43,0.0,54,99567,卖盘
13:01:00,18.43,0.0,63,116151,卖盘
13:01:03,18.44,0.01,65,119796,买盘
13:01:06,18.44,0.0,61,112469,买盘
13:01:09,18.45,0.01,79,145724,买盘
13:01:12,18.44,-0.01,8,14752,中性盘
13:01:15,18.44,0.0,211,389559,卖盘
13:01:18,18.47,0.03,43,79411,买盘
13:01:21,18.45,-0.02,4,7386,卖盘
13:01:24,18.44,-0.01,25,46149,卖盘
13:01:27,18.44,0.0,28,51674,卖盘
13:01:30,18.45,0.01,1,1845,卖盘
13:01:33,18.45,0.0,50,92250,卖盘
13:01:36,18.47,0.02,32,59057,买盘
13:01:42,18.45,-0.02,197,363492,卖盘
13:01:45,18.46,0.01,3,5538,买盘
13:01:48,18.46,0.0,4,7384,买盘
13:01:51,18.46,0.0,3,5538,买盘
13:01:57,18.44,-0.02,173,319153,卖盘
13:02:00,18.46,0.02,51,94123,买盘
13:02:03,18.46,0.0,8,14766,买盘
13:02:06,18.47,0.01,13,24008,买盘
13:02:12,18.45,-0.02,67,123564,中性盘
13:02:15,18.45,0.0,56,103294,买盘
13:02:18,18.44,-0.01,7,12908,卖盘
13:02:30,18.46,0.02,77,142084,买盘
13:02:36,18.45,-0.01,121,223307,买盘
13:02:39,18.47,0.02,83,153251,买盘
13:02:42,18.46,-0.01,68,125528,中性盘
13:02:45,18.47,0.01,366,675998,买盘
13:02:48,18.47,0.0,10,18470,买盘
13:02:51,18.45,-0.02,93,171821,卖盘
13:02:54,18.48,0.03,190,351100,买盘
13:02:57,18.48,0.0,20,36959,买盘
13:03:00,18.46,-0.02,85,157024,卖盘
